"UNITID","OPEID","INSTNM","SCH_DEG","STABBR","CONTROL","TUITFTE","INEXPFTE","PRGMOFR","UGDS","COSTT4_A","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","PELL_DEBT_MDN","MALE_DEBT_MDN","FEMALE_DEBT_MDN","FIRSTGEN_DEBT_MDN","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT4_048_PRIV","CNTOVER150_1YR","CNTOVER150_3YR","UGDS_WOMEN","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_NHPI","UGDS_2MOR","IRPS_MEN","IRPS_WOMEN","IRPS_WHITE","IRPS_BLACK","IRPS_HISP","IRPS_ASIAN","IRPS_NHPI","IRPS_2MOR","PCTPELL_DCS","FTFTPCTPELL","C100_4","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_NHPI","C150_4_2MOR","C150_4_PELL","COMP_ORIG_YR4_RT","COMP_ORIG_YR6_RT","COMP_ORIG_YR8_RT","LO_INC_COMP_ORIG_YR4_RT","LO_INC_COMP_ORIG_YR6_RT","LO_INC_COMP_ORIG_YR8_RT","MD_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR6_RT","MD_INC_COMP_ORIG_YR8_RT","HI_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR6_RT","HI_INC_COMP_ORIG_YR8_RT","MALE_COMP_ORIG_YR4_RT","MALE_COMP_ORIG_YR6_RT","MALE_COMP_ORIG_YR8_RT","FEMALE_COMP_ORIG_YR4_RT","FEMALE_COMP_ORIG_YR6_RT","FEMALE_COMP_ORIG_YR8_RT","PELL_COMP_ORIG_YR4_RT","PELL_COMP_ORIG_YR6_RT","PELL_COMP_ORIG_YR8_RT","OMAWDP8_FTFT","OMAWDP8_PELL_FTFT","OMAWDP8_FTNFT","OMAWDP8_PELL_FTNFT","OMENRAP8_FTFT","OMENRAP8_PELL_FTFT","OMENRAP8_FTNFT","OMENRAP8_PELL_FTNFT","RET_FT4","COMP_4YR_TRANS_YR4_RT","COMP_4YR_TRANS_YR6_RT","COMP_4YR_TRANS_YR8_RT","LO_INC_COMP_4YR_TRANS_YR4_RT","LO_INC_COMP_4YR_TRANS_YR6_RT","LO_INC_COMP_4YR_TRANS_YR8_RT","MD_INC_COMP_4YR_TRANS_YR4_RT","MD_INC_COMP_4YR_TRANS_YR6_RT","MD_INC_COMP_4YR_TRANS_YR8_RT","HI_INC_COMP_4YR_TRANS_YR4_RT","HI_INC_COMP_4YR_TRANS_YR6_RT","HI_INC_COMP_4YR_TRANS_YR8_RT","MALE_COMP_4YR_TRANS_YR4_RT","MALE_COMP_4YR_TRANS_YR6_RT","MALE_COMP_4YR_TRANS_YR8_RT","FEMALE_COMP_4YR_TRANS_YR4_RT","FEMALE_COMP_4YR_TRANS_YR6_RT","FEMALE_COMP_4YR_TRANS_YR8_RT","PELL_COMP_4YR_TRANS_YR4_RT","PELL_COMP_4YR_TRANS_YR6_RT","PELL_COMP_4YR_TRANS_YR8_RT","FIRSTGEN_COMP_4YR_TRANS_YR4_RT","FIRSTGEN_COMP_4YR_TRANS_YR6_RT","FIRSTGEN_COMP_4YR_TRANS_YR8_RT","year","year_num","Comparator_Type"
209551,322300,"University of Oregon",3,"OR",1,16206,14783,,19775,24209,20500.0,17666.0,15833.0,15000.0,18057.0,15968.5,16316.5,16657.0,,,,,,,0.535,0.0205,0.1109,0.0558,0.0044,0.0718,0.5041,0.4959,0.7385,0.0119,0.0465,0.0767,0.0013,0.0113,,0.2496,0.4994,0.7315,0.7024,0.6644,0.7696,0.6111,0.6695,0.6711,0.612893275756,0.640221914008,0.579353307624,0.595061728395,0.589883268482,0.513222331048,0.565366972477,0.6175580222,0.571984435798,0.667532467532,0.705793829947,0.636157337368,0.592253521127,0.625230769231,0.565814098565,0.628979143798,0.652525252525,0.591628959276,0.594306049822,0.619711761971,0.577639751553,0.7079,,0.743,,0.2155,,0.1748,,0.8688,0.064157927205,0.079611650485,0.115099377039,0.061728395062,0.07859922179,0.098922624878,0.071100917431,0.078708375378,0.123540856031,0.061471861472,0.081264108352,0.121028744327,0.044366197183,0.065846153846,0.091703056769,0.07958287596,0.090909090909,0.136312217195,0.053380782918,0.06090190609,0.080180688876,0.063508589276,0.082629107981,0.113624937154,"2016-17",2016,"Regional_Competitor"
209825,322400,"University of Portland",3,"OR",2,21951,10989,,3762,54114,24896.5,27000.0,22000.0,18573.0,25884.5,19500.0,21750.0,23911.0,21682,26038,28681,23860,,,0.596,0.0122,0.1199,0.1217,0.0186,0.0877,0.4862,0.5138,0.585,0.0158,0.0119,0.0119,0.0,0.0119,,0.1573,0.75,0.8183,0.8,0.7976,0.8586,0.8889,0.807,0.788,0.81913303438,0.813888888889,0.774626865672,0.821656050955,0.811188811189,0.721854304636,0.809523809524,0.786026200873,0.755,0.823529411765,0.833333333333,0.811912225705,0.80534351145,0.800865800866,0.763157894737,0.82800982801,0.820040899796,0.780542986425,0.821875,0.805309734513,0.759075907591,0.8083,,0.8545,,0.0,,0.0,,0.9129,0.047832585949,0.075,0.1,,,0.092715231788,,,0.1,0.040247678019,0.083333333333,0.103448275862,0.041984732824,0.069264069264,0.074561403509,0.051597051597,0.077709611452,0.113122171946,0.05625,0.061946902655,0.095709570957,0.053672316384,0.079575596817,0.105421686747,"2016-17",2016,"Regional_Competitor"
209922,321700,"Reed College",3,"OR",2,29475,24476,,1376,64386,16000.0,13750.0,13319.5,12000.0,13425.0,12150.0,13625.0,11190.0,11963,16630,17437,13908,,,0.5487,0.0218,0.117,0.0625,0.0022,0.0799,0.5714,0.4286,0.764,0.0373,0.0373,0.0559,0.0,0.0062,,0.1381,0.6622,0.8008,1.0,0.6087,0.8095,,0.7419,0.7206,0.758823529412,0.747524752475,0.778378378378,0.767441860465,0.818181818182,0.75,0.694915254237,0.616666666667,0.822580645161,0.808823529412,0.793103448276,0.759036144578,0.766233766234,0.723684210526,0.821917808219,0.752688172043,0.761904761905,0.75,0.69512195122,0.754901960784,0.772151898734,0.7994,,0.8077,,0.1611,,0.1538,,0.8711,,0.089108910891,0.108108108108,,,,,,,,,,,,,,,,,,,,,,"2016-17",2016,"Regional_Peer"
210401,322700,"Willamette University",3,"OR",2,22965,14039,,1867,58801,26370.5,20000.0,24625.0,20500.0,23593.0,20750.0,21500.0,26250.0,23068,23082,25609,23075,,,0.5683,0.0268,0.1334,0.0862,0.0027,0.0921,0.5438,0.4562,0.765,0.023,0.0876,0.0783,0.0046,0.0,,0.2495,0.7049,0.7733,0.6,0.8,0.8824,1.0,0.7353,0.819,0.725212464589,0.709198813056,0.718181818182,0.680555555556,0.738461538462,0.833333333333,0.731958762887,0.763157894737,0.680672268908,0.739130434783,0.658227848101,0.701986754967,0.664705882353,0.613793103448,0.671140939597,0.781420765027,0.78125,0.756906077348,0.72972972973,0.736196319018,0.761006289308,0.7884,,0.7917,,0.1722,,0.2083,,0.856,0.065155807365,0.080118694362,0.093939393939,,,,,,,0.059782608696,0.101265822785,0.119205298013,0.070588235294,0.096551724138,0.10067114094,0.060109289617,0.067708333333,0.088397790055,0.067567567568,,0.062893081761,0.076470588235,,0.090277777778,"2016-17",2016,"Willamette"
211291,323800,"Bucknell University",3,"PA",2,32381,21375,,3531,65350,27000.0,19560.0,24748.0,26636.0,25566.5,25899.0,25000.0,22598.0,19257,18402,24514,18930,,,0.5064,0.0348,0.0632,0.0479,0.0,0.036,0.5805,0.4195,0.778,0.0537,0.0561,0.0463,0.0,0.0122,,0.1183,0.8418,0.8893,0.8387,0.875,0.8333,,0.8333,0.8627,0.898305084746,0.84632034632,0.851936218679,0.819444444444,0.776315789474,0.742424242424,0.863636363636,0.875,0.836206896552,0.932806324111,0.85401459854,0.887159533074,0.825136612022,0.824644549763,0.83422459893,0.95652173913,0.864541832669,0.865079365079,0.849315068493,0.83850931677,0.7875,0.8891,,1.0,,0.0617,,0.0,,0.9211,,0.062770562771,0.066059225513,,,,,,,,0.065693430657,0.054474708171,,0.061611374408,0.064171122995,,0.06374501992,0.06746031746,,,0.08125,,,0.101265822785,"2016-17",2016,"Affordability"
218973,345700,"Wofford College",3,"SC",2,16673,11067,,1675,53305,26000.0,22204.0,21500.0,21948.0,23000.0,20291.0,24250.0,25000.0,16877,18023,23621,17336,,,0.5176,0.0764,0.0352,0.0263,0.0018,0.034,0.5672,0.4328,0.9179,0.0299,0.0299,0.0149,0.0,0.0,,0.1652,0.7786,0.8123,0.7778,0.7,0.8571,,0.5,0.9216,0.761133603239,0.698795180723,0.685589519651,,0.609375,0.454545454545,,0.704225352113,0.652173913043,0.741379310345,0.745614035088,0.793103448276,0.725925925926,0.643410852713,0.611111111111,0.803571428571,0.758333333333,0.752066115702,0.803738317757,0.677165354331,0.596330275229,0.788,,0.7647,,0.2096,,0.2353,,0.8575,0.097165991903,0.124497991968,0.157205240175,,,0.25,,,0.159420289855,0.120689655172,0.140350877193,0.120689655172,0.096296296296,0.139534883721,0.157407407407,0.098214285714,0.108333333333,0.157024793388,,0.07874015748,0.174311926606,,0.114583333333,0.161616161616,"2016-17",2016,"National_Peer"
221519,353400,"The University of the South",3,"TN",2,24811,18728,,1714,51899,19123.5,13226.5,18000.0,15000.0,17000.0,14815.0,17316.0,16000.0,13203,15875,20042,14634,,,0.5251,0.0432,0.0554,0.0163,0.0,0.0344,0.56,0.44,0.7714,0.04,0.0343,0.0514,0.0,0.0229,,0.1493,0.7905,0.8225,0.8125,0.5,0.75,,0.9286,0.7576,0.784140969163,0.769230769231,0.672222222222,,0.725,0.630434782609,,0.796610169492,0.617021276596,0.774193548387,0.771084337349,0.724137931034,0.752293577982,0.75,0.669902912621,0.813559322034,0.783018867925,0.675324675325,0.831932773109,0.774193548387,0.592592592593,0.7922,,0.7273,,0.1932,,0.2727,,0.8806,0.061674008811,0.098901098901,0.172222222222,,,,,,,,,,,,0.174757281553,,,0.168831168831,,,,,,0.184210526316,"2016-17",2016,"National_Peer"
233374,374400,"University of Richmond",3,"VA",2,26191,19756,,3229,61337,21057.5,16977.5,19555.0,19500.0,19500.0,19500.0,19500.0,18425.0,8681,11387,14515,9662,,,0.528,0.07,0.0749,0.0712,0.0,0.0412,0.5572,0.4428,0.8418,0.0487,0.0389,0.0365,0.0,0.0073,,0.1638,0.8395,0.8874,0.8148,0.8571,0.9375,,0.92,0.913,0.816513761468,0.806324110672,0.751773049645,0.775862068966,0.775862068966,0.6,0.823076923077,0.824242424242,0.792592592593,0.836842105263,0.808888888889,0.788177339901,0.795811518325,0.77619047619,0.728395061728,0.832653061224,0.827702702703,0.766283524904,0.803827751196,0.803493449782,0.682634730539,0.8426,,0.8659,,0.1221,,0.0976,,0.933,0.045871559633,0.073122529644,0.085106382979,,,,,,,,0.088888888889,0.083743842365,0.052356020942,0.057142857143,0.08024691358,0.040816326531,0.084459459459,0.088122605364,,0.043668122271,0.065868263473,,0.08560311284,0.049019607843,"2016-17",2016,"Affordability"
235316,377800,"Gonzaga University",3,"WA",2,20810,10351,,5091,53040,26036.0,26000.0,26759.0,20500.0,28194.5,23000.0,23500.0,25461.5,23527,24668,30468,23927,,,0.5237,0.0118,0.1049,0.0534,0.0029,0.0585,0.5463,0.4537,0.8578,0.0068,0.0339,0.0497,0.0,0.009,,0.1333,0.0143,0.8446,1.0,0.7738,0.8333,0.5714,0.8889,0.7977,0.777506112469,0.781286549708,0.760946745562,0.707006369427,0.652173913043,0.634146341463,0.743016759777,0.769230769231,0.724137931034,0.813278008299,0.830866807611,0.820083682008,0.748571428571,0.772845953003,0.753968253968,0.799145299145,0.78813559322,0.766595289079,0.727848101266,0.722857142857,0.692753623188,0.8377,,0.7725,,0.1396,,0.2275,,0.9243,0.050122249389,0.077192982456,0.101775147929,,0.062111801242,0.134146341463,,0.081447963801,0.113300492611,0.045643153527,0.080338266385,0.085774058577,0.04,0.067885117493,0.087301587302,0.057692307692,0.084745762712,0.113490364026,0.056962025316,0.068571428571,0.098550724638,0.055882352941,0.08077994429,0.11,"2016-17",2016,"Regional_Competitor"
236328,379700,"University of Puget Sound",3,"WA",2,31232,20400,,2506,59721,26696.5,9500.0,25866.0,20250.0,31280.0,21500.0,19500.0,20250.0,28479,33907,36126,30583,,,0.5982,0.0104,0.0782,0.0642,0.0032,0.0798,0.502,0.498,0.7347,0.0204,0.0367,0.0571,0.0,0.0163,,0.1334,0.6976,0.8101,0.6667,0.7381,0.7838,1.0,0.7619,0.7734,0.711055276382,0.762931034483,0.725446428571,0.697368421053,0.725274725275,0.690476190476,0.723214285714,0.787401574803,0.723404255319,0.709523809524,0.764227642276,0.739910313901,0.634831460674,0.730769230769,0.71511627907,0.772727272727,0.783687943262,0.731884057971,0.714285714286,0.758139534884,0.768844221106,0.7678,,0.7606,,0.0577,,0.0704,,0.8574,0.092964824121,0.096982758621,0.125,,,0.142857142857,,,0.148936170213,0.119047619048,0.105691056911,0.103139013453,0.106741573034,0.082417582418,0.127906976744,0.081818181818,0.106382978723,0.123188405797,0.071428571429,0.088372093023,0.100502512563,0.093567251462,0.097142857143,0.122222222222,"2016-17",2016,"Regional_Peer"
236595,379000,"Seattle University",3,"WA",2,26084,15340,,4648,56391,22637.0,18500.0,19750.0,17160.0,21822.0,16386.0,19000.0,18334.0,25958,26422,30783,26164,,,0.6061,0.0269,0.1091,0.1639,0.0088,0.082,0.4705,0.5295,0.5906,0.0295,0.0551,0.1181,0.0,0.002,,0.1815,0.6432,0.7367,0.6571,0.7586,0.8047,0.9091,0.701,0.6813,0.728587319244,0.722222222222,0.738095238095,0.704980842912,0.690851735016,0.697674418605,0.71615720524,0.73597359736,0.698039215686,0.750611246944,0.733870967742,0.783664459161,0.707182320442,0.717703349282,0.730538922156,0.743016759777,0.724928366762,0.742088607595,0.70783847981,0.708984375,0.720987654321,0.79,,0.8571,,0.1725,,0.0952,,0.873,0.067853170189,0.102150537634,0.084886128364,0.04214559387,0.094637223975,0.073643410853,0.078602620087,0.082508250825,0.109803921569,0.078239608802,0.118951612903,0.077262693157,0.058011049724,0.076555023923,0.080838323353,0.074487895717,0.117478510029,0.087025316456,0.047505938242,0.080078125,0.069135802469,0.067415730337,0.092905405405,0.096646942801,"2016-17",2016,"Affordability"
237057,380300,"Whitman College",3,"WA",2,31630,21751,,1464,59902,19000.0,15425.0,19500.0,17391.5,17875.0,18250.0,16487.0,18500.0,15238,17942,21821,16380,,,0.569,0.0143,0.0738,0.0451,0.0034,0.0683,0.5602,0.4398,0.822,0.0157,0.0157,0.0681,0.0052,0.0,,0.1346,0.8313,0.8763,0.8889,0.9333,0.9167,0.5,0.8,0.75,0.795180722892,0.810699588477,0.821917808219,,,0.710526315789,,,0.83606557377,0.794117647059,0.846715328467,0.85,0.731343283582,0.795454545455,0.795918367347,0.838383838384,0.81935483871,0.842975206612,,0.770114942529,0.75,0.8728,,0.9545,,0.0,,0.0,,0.9368,,0.057613168724,0.086757990868,,,,,,,,,,,,,,,,,,,,,,"2016-17",2016,"Regional_Peer"
110714,132100,"University of California-Santa Cruz",3,"CA",1,13640,10264,,17577,35315,19000.0,17348.0,16995.0,14747.0,17500.0,15826.0,16618.0,16957.0,,,,,,2832,0.5004,0.019,0.2839,0.2215,0.0019,0.0798,0.5795,0.4205,0.5993,0.0188,0.0717,0.1291,0.0011,0.0044,,0.3233,0.5284,0.7919,0.7778,0.7347,0.7865,0.8333,0.7653,0.7482,0.656821829856,0.724036481318,0.70559047304,0.637020968908,0.710239651416,0.65261228231,0.649627263046,0.728752260398,0.725078698846,0.699873896595,0.739082969432,0.745658835546,0.638176638177,0.710508474576,0.691904047976,0.672121566335,0.734407484407,0.716400236827,0.64175257732,0.720412371134,0.696177062374,0.7956,0.7564,0.859,0.8316,0.1656,0.184,0.096,0.1045,0.9056,0.029534510433,0.055310385407,0.079722130334,0.023861171367,0.050835148874,0.083409715857,0.027689030884,0.047920433996,0.080797481637,0.041614123581,0.07096069869,0.074565883555,0.020655270655,0.050169491525,0.072713643178,0.036820572764,0.059251559252,0.085257548845,0.024054982818,0.049896907216,0.077464788732,0.020775623269,0.047659215521,0.07753164557,"2017-18",2017,"National_Peer"
120254,124900,"Occidental College",3,"CA",2,29036,20159,,1958,69442,23000.0,19000.0,21553.0,20389.0,21250.0,18887.0,21250.0,21000.0,14573,15559,19909,14929,,310,0.5705,0.048,0.141,0.1389,0.002,0.0832,0.4894,0.5106,0.6117,0.0638,0.1011,0.133,0.0,0.016,,0.2012,0.797,0.8475,0.8636,0.8611,0.8814,,0.8364,0.819,0.851612903226,0.796238244514,0.865102639296,,0.753424657534,0.8,,0.814432989691,0.873786407767,0.832258064516,0.805369127517,0.886904761905,0.80487804878,0.789855072464,0.828358208955,0.882352941176,0.801104972376,0.888888888889,0.871621621622,0.791946308725,0.855421686747,0.8821,0.9231,0.9412,0.875,0.0919,0.0481,0.0392,0.0,0.9104,0.041935483871,0.100313479624,0.061583577713,,,,,,,,0.114093959732,,,0.094202898551,0.082089552239,,0.104972375691,0.048309178744,,0.073825503356,,,0.094488188976,,"2017-18",2017,"Affordability"
156408,196100,"Centre College",3,"KY",2,18962,17901,,1441,52412,27000.0,20000.0,23251.0,25033.0,23251.0,21900.0,25191.0,25000.0,14203,15152,20129,14579,,186,0.5101,0.0472,0.0541,0.0472,0.0007,0.0312,0.5581,0.4419,0.876,0.0233,0.031,0.0543,0.0,0.0078,,0.165,0.8021,0.8313,0.7727,0.8,0.75,,0.9,0.8462,0.796954314721,0.769874476987,0.808823529412,,0.675675675676,,,0.851351351351,,0.783783783784,0.75,0.848,0.774193548387,0.752066115702,0.789473684211,0.817307692308,0.78813559322,0.825688073394,0.818181818182,0.813186813187,0.782051282051,0.8675,0.8163,0.7857,0.6667,0.1205,0.1837,0.1429,0.3333,0.91,0.086294416244,0.083682008368,0.093137254902,,,,,,,,,,,,,,,,,,,,,,"2017-18",2017,"National_Peer"
161004,203800,"Bowdoin College",3,"ME",2,31801,30990,,1812,65590,15850.0,7500.0,10099.0,18238.0,8440.0,15000.0,13892.0,10286.0,5866,9246,15195,6919,,229,0.4994,0.0646,0.1115,0.0662,0.0006,0.0728,0.468,0.532,0.734,0.0296,0.0542,0.0493,0.0,0.0099,,0.1412,0.911,0.9645,0.875,0.9474,0.9286,,0.9118,0.9474,0.934523809524,0.918032786885,0.880829015544,,,,,,0.78431372549,,,,,,0.867469879518,,,0.890909090909,,,,0.931,0.9048,0.75,,0.0467,0.0317,0.25,,0.9622,,,,,,,,,,,,,,,,,,,,,,,,,"2017-18",2017,"Affordability"
173258,234000,"Carleton College",3,"MN",2,31652,30002,,2023,66490,13834.0,7100.0,9230.0,16087.0,8000.0,12500.0,11996.0,10850.0,16366,11405,15350,14016,,214,0.5116,0.0479,0.0806,0.0771,0.0,0.0618,0.5323,0.4677,0.7419,0.0524,0.0806,0.1048,0.0,0.0121,,0.164,0.8857,0.9554,1.0,0.9091,0.9231,,0.8846,0.913,0.931330472103,0.897321428571,0.883116883117,,,,,,0.783783783784,,0.92,,,,0.872881355932,,,0.893805309735,,0.888888888889,,0.9451,0.9437,0.9,1.0,0.0455,0.0423,0.1,0.0,0.9576,,,,,,,,,,,,,,,,,,,,,,,,,"2017-18",2017,"Affordability"
191630,273100,"Hobart William Smith Colleges",3,"NY",2,28937,16518,,2220,67316,27000.0,17552.0,24624.0,26145.0,22250.0,24151.0,25074.0,20940.0,17798,21903,24993,19539,,401,0.5068,0.0608,0.0477,0.0347,0.0005,0.0,0.5045,0.4955,0.7883,0.027,0.027,0.0856,0.0,0.0135,,0.179,0.7588,0.815,0.7429,0.8824,0.5789,,,0.7818,0.732782369146,0.781472684086,0.76399026764,0.588235294118,0.733333333333,0.785714285714,0.780821917808,0.683544303797,0.754901960784,0.748953974895,0.823970037453,0.76,0.690476190476,0.723926380368,0.71186440678,0.769230769231,0.817829457364,0.803418803419,0.727941176471,0.723684210526,0.780346820809,0.8142,0.8168,0.8298,0.8,0.1093,0.1603,0.0638,0.2,0.8589,0.079889807163,0.080760095012,0.094890510949,,,,,,,,,0.097777777778,0.065476190476,0.067484662577,0.084745762712,0.092307692308,0.089147286822,0.102564102564,,,0.092485549133,0.091666666667,0.088050314465,0.1,"2017-18",2017,"National_Peer"
198385,291800,"Davidson College",3,"NC",2,21520,19660,,1800,64698,18519.0,8969.0,16947.0,18850.0,16484.0,19081.0,14000.0,14000.0,6643,8468,13225,7483,,173,0.4933,0.0683,0.0778,0.0556,0.0006,0.0467,0.5492,0.4508,0.7772,0.0466,0.0725,0.0674,0.0,0.0104,,0.1284,0.8832,0.9209,0.7857,0.9286,0.9,,1.0,0.8448,0.92972972973,0.83950617284,0.874316939891,,,,,0.745098039216,0.8,,,,,0.815789473684,,,0.860465116279,,,0.815789473684,,0.9325,0.8966,1.0,,0.0552,0.0,0.0,,0.9513,,0.061728395062,0.060109289617,,,,,,,,,,,,,,,,,,,,,,"2017-18",2017,"Affordability"
209056,319700,"Lewis & Clark College",3,"OR",2,24831,15693,,2021,61382,21500.0,19000.0,19000.0,15000.0,19000.0,15750.0,18200.0,19000.0,18703,18747,25151,18719,,330,0.5883,0.0277,0.1163,0.0584,0.0049,0.0475,0.4771,0.5229,0.7936,0.0229,0.0826,0.0642,0.0,0.0321,,0.1858,0.7458,0.8067,0.8182,0.7627,0.8333,,0.8163,0.7911,0.707070707071,0.766666666667,0.706666666667,0.638888888889,0.766355140187,0.65625,0.663043478261,0.752,0.684782608696,0.774436090226,0.776595744681,0.743055555556,0.601769911504,0.739393939394,0.722222222222,0.771739130435,0.78431372549,0.697916666667,0.65034965035,0.771428571429,0.689393939394,0.7278,0.7439,0.875,0.9333,0.2359,0.2073,0.0938,0.0,0.8261,0.097643097643,0.085714285714,0.15,,,,0.130434782609,0.112,,,,0.145833333333,0.097345132743,0.072727272727,0.092592592593,0.097826086957,0.094117647059,0.182291666667,0.104895104895,0.07619047619,0.121212121212,0.070921985816,0.077777777778,0.15652173913,"2017-18",2017,"Regional_Peer"
209065,319800,"Linfield University",3,"OR",2,20434,14033,,1503,54479,25000.0,23000.0,22657.0,21094.0,22835.0,21522.0,22242.0,21500.0,19540,21703,24585,20492,,830,0.6008,0.02,0.1663,0.0512,0.0086,0.1018,0.4276,0.5724,0.8289,0.0263,0.0461,0.0526,0.0066,0.0,,0.2621,0.6536,0.7732,0.6667,0.7778,0.7742,1.0,0.8036,0.7319,0.715625,0.747142857143,0.625201938611,0.705314009662,0.747747747748,0.588957055215,0.677777777778,0.731404958678,0.6038647343,0.750988142292,0.762711864407,0.666666666667,0.646739130435,0.693548387097,0.566666666667,0.743421052632,0.766536964981,0.655256723716,0.67,0.744117647059,0.56204379562,0.6327,0.5922,0.6267,0.5556,0.2773,0.2816,0.28,0.2963,0.8142,0.05625,0.082857142857,0.116316639742,,0.04954954955,0.104294478528,,0.095041322314,0.130434782609,0.071146245059,0.101694915254,0.112449799197,0.070652173913,0.112903225806,0.12380952381,0.050438596491,0.071984435798,0.112469437653,0.043333333333,0.041176470588,0.127737226277,0.062663185379,0.075949367089,0.110497237569,"2017-18",2017,"Regional_Peer"
209542,321000,"Oregon State University",3,"OR",1,11691,11155,,24921,26121,22500.0,17996.0,17315.0,15625.0,19000.0,16500.0,17454.0,17500.0,,,,,,3710,0.4605,0.013,0.0971,0.0765,0.003,0.0704,0.5808,0.4192,0.6803,0.0073,0.0466,0.0742,0.001,0.0131,,0.258,0.3328,0.6607,0.4872,0.5993,0.7509,1.0,0.5932,0.5585,0.493987975952,0.561275531471,0.55779729409,0.463119072708,0.511777301927,0.510132774284,0.475994513032,0.552278820375,0.559409594096,0.545899632803,0.634909596662,0.604064470918,0.46566436408,0.556444818871,0.536681437715,0.521550019771,0.56600660066,0.57745187901,0.473581213307,0.547611614112,0.556430446194,0.6614,0.5962,0.7076,0.683,0.2402,0.2819,0.171,0.1823,0.8489,0.063126252505,0.079824927053,0.105862805602,0.073761854584,0.076017130621,0.105520614955,0.066529492455,0.085790884718,0.09889298893,0.047735618115,0.078581363004,0.112824106517,0.062982527428,0.064869418703,0.08961102905,0.063266113088,0.094471947195,0.120989917507,0.041422048271,0.064314704964,0.086614173228,0.059476117103,0.076261785912,0.10121602289,"2017-18",2017,"Regional_Competitor"
209551,322300,"University of Oregon",3,"OR",1,16389,14187,,19163,24570,20767.0,16958.0,15895.0,15000.0,17510.0,15755.0,15988.0,16038.0,,,,,,2855,0.5357,0.0223,0.1199,0.057,0.0035,0.0763,0.5137,0.4863,0.7307,0.015,0.0468,0.0717,0.0012,0.0131,,0.2575,0.5183,0.7268,0.6044,0.6598,0.7982,0.6364,0.6992,0.6354,0.611552567237,0.650677506775,0.620578778135,0.558849171752,0.605304212168,0.581239530988,0.619808306709,0.630372492837,0.600384245917,0.655986509275,0.709037472447,0.677908937605,0.586424072778,0.622758194187,0.60025220681,0.631036353771,0.672455378678,0.638147138965,0.597536945813,0.629376989541,0.615960099751,0.7298,0.6831,0.6955,0.7012,0.1978,0.2285,0.1534,0.1728,0.8619,0.04706601467,0.083197831978,0.106986261327,0.04620749782,0.076443057722,0.097989949749,0.0404685836,0.085004775549,0.11911623439,0.053119730185,0.088170462895,0.105396290051,0.038488453464,0.072974644403,0.10025220681,0.053716766142,0.091172214182,0.11280653951,0.032512315271,0.06457480673,0.084289276808,0.042950985346,0.086184495453,0.105365853659,"2017-18",2017,"Regional_Competitor"
209825,322400,"University of Portland",3,"OR",2,21820,11584,,3851,56544,25000.0,21980.0,21939.0,19500.0,22002.0,19500.0,21113.0,22000.0,24469,27530,28551,25985,,822,0.5993,0.0125,0.1267,0.1317,0.021,0.0852,0.4753,0.5247,0.6692,0.0076,0.0228,0.0228,0.0,0.0152,,0.1623,0.735,0.8301,1.0,0.8261,0.8113,0.8182,0.7753,0.7857,0.810543657331,0.806907378336,0.791208791209,0.776,0.77868852459,0.767441860465,0.805555555556,0.79679144385,0.826086956522,0.827814569536,0.823170731707,0.780864197531,0.786610878661,0.814229249012,0.756097560976,0.826086956522,0.802083333333,0.813299232737,0.812274368231,0.813186813187,0.789855072464,0.784,0.7632,0.9072,0.954,0.057,0.0855,0.0802,0.0345,0.8814,0.04942339374,0.07535321821,0.086342229199,,,0.124031007752,,,0.059782608696,0.056291390728,0.073170731707,0.086419753086,0.046025104603,0.055335968379,0.085365853659,0.051630434783,0.088541666667,0.086956521739,0.036101083032,0.058608058608,0.079710144928,0.046511627907,0.073619631902,0.1,"2017-18",2017,"Regional_Competitor"
209922,321700,"Reed College",3,"OR",2,30759,24171,,1415,67235,13465.0,10740.0,11000.0,11751.0,11000.0,11500.0,11250.0,11250.0,20446,11423,22775,15258,,160,0.5385,0.0212,0.1039,0.0622,0.0021,0.0792,0.5679,0.4321,0.7654,0.0309,0.0432,0.0494,0.0,0.0,,0.1299,0.6478,0.7931,1.0,0.8235,0.875,,0.8056,0.8136,0.752808988764,0.835227272727,0.814070351759,0.763636363636,,,0.811320754717,,,0.7,0.835443037975,0.804347826087,0.743902439024,0.802816901408,0.827956989247,0.760416666667,0.857142857143,0.801886792453,0.775510204082,0.802325581395,0.82,0.8247,0.8704,0.825,1.0,0.1397,0.1296,0.1,0.0,0.8814,,,0.08040201005,,,,,,,,,,,,,,,,,,,,,,"2017-18",2017,"Regional_Peer"
